t_date,cust_id,t_amt,services,products_used,city,state,t_details
06-05-2015,4007191,194.8,Racquet Sports,Badminton,Eugene,Oregon,credit
11-08-2015,4003250,189.16,Gymnastics,Gymnastics Mats,Colorado Springs,Colorado,credit
12-09-2015,4002422,17.43,Team Sports,Hockey,Coral Springs,Florida,credit
12-24-2015,4001359,93.73,Team Sports,Indoor Volleyball,Charlotte,North Carolina,credit
08-18-2015,4009632,80.63,Winter Sports,Snowmobiling,Irving,Texas,credit
08-04-2015,4005392,173.24,Combat Sports,Fencing,Madison,Wisconsin,credit
12-15-2015,4004900,153.58,Winter Sports,Snowboarding,Columbia,South Carolina,credit
03-08-2015,4008262,11.51,Indoor Games,Air Hockey,Dallas,Texas,credit
10-12-2015,4003078,199.19,Jumping,Pogo Sticks,Indianapolis ,Indiana,credit
04-12-2015,4001714,60.52,Exercise & Fitness,Medicine Balls,Philadelphia,Pennsylvania,credit
11-11-2015,4000596,107.79,Indoor Games,Table Shuffleboard,New Orleans,Louisiana,credit
08-11-2015,4004878,28.12,Exercise & Fitness,Abdominal Equipment,Jersey City,New Jersey,credit
10-30-2015,4008751,29.05,Dancing,Ballet Bars,Westminster,Colorado,credit
10-13-2015,4003213,156.13,Combat Sports,Wrestling,Berkeley,California,credit
07-10-2015,4004285,161.38,Gymnastics,Vaulting Horses,Milwaukee,Wisconsin,credit
11-21-2015,4009734,26.22,Water Sports,Whitewater Rafting,Sunnyvale,California,credit
08-31-2015,4002783,28.77,Puzzles,Mechanical Puzzles,San Francisco,California,credit
01-07-2015,4000250,77.89,Exercise & Fitness,Medicine Balls,Los Angeles,California,credit
11-17-2015,4003432,143.04,Games,Bingo Sets,Cleveland,Ohio,credit
09-18-2015,4009363,21.49,Outdoor Recreation,Running,Houston,Texas,cash
05-25-2015,4005491,89.25,Exercise & Fitness,Abdominal Equipment,Newark,New Jersey,credit
02-01-2015,4006034,81.48,Outdoor Recreation,Ice Climbing,Richmond  ,Virginia,credit
03-17-2015,4005799,80.31,Exercise & Fitness,Foam Rollers,Madison,Wisconsin,credit
12-03-2015,4001891,67.44,Team Sports,Team Handball,Austin,Texas,credit
01-28-2015,4003873,65.89,Games,Board Games,St. Petersburg,Florida,credit
09-19-2015,4001316,146.09,Air Sports,Parachutes,Memphis,Tennessee,credit
11-30-2015,4007138,168.53,Water Sports,Windsurfing,Fremont,California,credit
01-25-2015,4008642,43.42,Outdoor Play Equipment,Sandboxes,Tampa,Florida,cash
10-21-2015,4002790,182.89,Outdoor Recreation,Shooting Games,Cleveland,Ohio,credit
08-05-2015,4000956,27.81,Outdoor Recreation,Track & Field,Midland,Texas,cash
09-19-2015,4003523,115.26,Exercise & Fitness,Foam Rollers,Columbus,Georgia,credit
01-25-2015,4008329,18.83,Outdoor Recreation,Track & Field,Gilbert,Arizona,cash
03-14-2015,4008069,76.11,Gymnastics,Gymnastics Bars,Detroit,Michigan,credit
02-04-2015,4005437,130.83,Outdoor Play Equipment,Lawn Water Slides,Dallas,Texas,credit
05-20-2015,4004931,186.81,Indoor Games,Darts,New Orleans,Louisiana,credit
11-26-2015,4009945,141.21,Team Sports,Field Hockey,Pasadena,California,credit
04-15-2015,4006777,22.72,Team Sports,Basketball,Paterson,New Jersey,cash
12-20-2015,4008801,36.41,Exercise & Fitness,Medicine Balls,Westminster,Colorado,cash
02-14-2015,4005419,173.06,Water Sports,Swimming,Lincoln,Nebraska,credit
03-29-2015,4001418,34.61,Gymnastics,Gymnastics Rings,Irving,Texas,cash
09-30-2015,4002021,117.25,Outdoor Recreation,Lawn Games,Orange,California,credit
08-27-2015,4001146,176.47,Exercise & Fitness,Exercise Bands,Brownsville,Texas,credit
11-30-2015,4008446,32.65,Indoor Games,Billiards,St. Louis  ,Missouri,cash
06-23-2015,4008775,153.97,Outdoor Play Equipment,Swing Sets,Anaheim,California,credit
04-02-2015,4004300,92.55,Indoor Games,Table Shuffleboard,El Paso,Texas,credit
03-09-2015,4009376,73.77,Jumping,Bungee Jumping,Las Vegas,Nevada,credit
09-14-2015,4002116,77.49,Outdoor Recreation,Ice Climbing,Las Vegas,Nevada,credit
01-17-2015,4003707,110.15,Air Sports,Parachutes,Las Vegas,Nevada,credit
05-08-2015,4007937,167.69,Team Sports,Basketball,Gresham,Oregon,credit
04-06-2015,4005609,7.02,Jumping,Jumping Stilts,Chicago,Illinois,cash
06-03-2015,4001924,68.38,Water Sports,Whitewater Rafting,Vancouver,Washington,credit
09-10-2015,4004841,128.55,Indoor Games,Table Shuffleboard,Buffalo,New York,credit
01-29-2015,4008954,116.06,Outdoor Play Equipment,Slides,Jersey City,New Jersey,credit
07-26-2015,4007111,28.82,Winter Sports,Downhill Skiing,Sacramento,California,cash
05-10-2015,4005447,62.7,Outdoor Recreation,Running,Columbia,Missouri,credit
01-12-2015,4008724,193.37,Racquet Sports,Squash,Westminster,Colorado,credit
11-11-2015,4009756,22.57,Indoor Games,Darts,Phoenix,Arizona,cash
04-04-2015,4003957,105.85,Outdoor Recreation,Cycling,Gresham,Oregon,credit
02-18-2015,4001576,165.32,Team Sports,Lacrosse,Colorado Springs,Colorado,credit
12-13-2015,4008331,152.48,Outdoor Recreation,Disc Golf,Pasadena,Texas,credit
11-02-2015,4006709,97.2,Gymnastics,Gymnastics Bars,Colorado Springs,Colorado,credit
07-15-2015,4001202,129.7,Water Sports,Swimming,Jersey City,New Jersey,credit
11-12-2015,4007121,9.96,Water Sports,Whitewater Rafting,Milwaukee,Wisconsin,cash
05-23-2015,4002767,161.34,Exercise & Fitness,Weight Benches,Pittsburgh,Pennsylvania,credit
12-29-2015,4002441,80.11,Gymnastics,Gymnastics Mats,Westminster,Colorado,credit
03-27-2015,4001634,112.91,Team Sports,Curling,San Francisco,California,credit
10-27-2015,4007329,140.72,Exercise & Fitness,Weightlifting Machine Accessories,Oklahoma City,Oklahoma,credit
06-09-2015,4003455,122.51,Outdoor Recreation,Equestrian,Irving,Texas,credit
11-11-2015,4009301,93.98,Games,Poker Chips & Sets,Boise,Idaho,credit
09-15-2015,4003528,68.53,Air Sports,Air Suits,Everett,Washington,credit
10-31-2015,4007647,36.89,Gymnastics,Gymnastics Rings,Las Vegas,Nevada,cash
01-21-2015,4004744,10.11,Outdoor Recreation,Skating,Jersey City,New Jersey,cash
07-30-2015,4004098,179.25,Jumping,Pogo Sticks,Cleveland,Ohio,credit
08-31-2015,4008627,162.49,Outdoor Recreation,Rock Climbing,Richmond  ,Virginia,credit
05-25-2015,4001166,188.59,Dancing,Ballet Bars,Berkeley,California,credit
07-17-2015,4005609,16.31,Water Sports,Windsurfing,Lowell,Massachusetts,cash
03-21-2015,4000414,6.08,Gymnastics,Gymnastics Rings,Houston,Texas,cash
03-16-2015,4000903,46.23,Exercise & Fitness,Free Weight Bars,Flint,Michigan,cash
02-06-2015,4003009,26.59,Outdoor Recreation,Cycling,Huntsville,Alabama,credit
05-13-2015,4007894,69.81,Gymnastics,Gymnastics Rings,Los Angeles,California,credit
05-08-2015,4007695,133.29,Outdoor Recreation,Hunting,Clarksville,Tennessee,credit
12-20-2015,4009597,12.91,Air Sports,Air Suits,El Paso,Texas,credit
06-20-2015,4001655,86.23,Games,Mahjong,Newark,New Jersey,credit
03-08-2015,4002607,113.43,Team Sports,Hockey,Scottsdale,Arizona,credit
07-01-2015,4002061,120.51,Racquet Sports,Tennis,Kansas City,Kansas,credit
05-18-2015,4004932,173.39,Outdoor Recreation,Rock Climbing,Montgomery,Alabama,credit
11-28-2015,4006839,23.14,Indoor Games,Foosball,Denton,Texas,credit
10-19-2015,4004713,130.37,Racquet Sports,Tennis,Chicago,Illinois,credit
02-27-2015,4007454,193.2,Jumping,Jumping Stilts,Green Bay,Wisconsin,credit
09-18-2015,4006010,33.5,Outdoor Play Equipment,Sandboxes,Lexington,Kentucky,credit
09-08-2015,4009196,102.54,Indoor Games,Billiards,West Valley City,Utah,credit
02-12-2015,4007699,75.79,Racquet Sports,Tennis,Pittsburgh,Pennsylvania,credit
07-09-2015,4002669,88.16,Team Sports,Baseball,Sunnyvale,California,credit
04-15-2015,4008707,171.9,Outdoor Recreation,Rock Climbing,Rockford,Illinois,credit
03-09-2015,4000279,153.68,Gymnastics,Vaulting Horses,Gresham,Oregon,credit
06-26-2015,4008278,117.46,Team Sports,Team Handball,Coral Springs,Florida,credit
11-07-2015,4002259,112.98,Air Sports,Air Suits,San Francisco,California,credit
01-13-2015,4008758,167.88,Team Sports,Rugby,New York,New York,credit
11-21-2015,4003285,147.28,Water Sports,Swimming,Flint,Michigan,credit
08-02-2015,4008037,135.99,Indoor Games,Air Hockey,St. Petersburg,Florida,credit
10-13-2015,4008118,98.09,Indoor Games,Bowling,Plano,Texas,credit
08-09-2015,4005498,5.6,Water Sports,Surfing,Indianapolis ,Indiana,credit
08-11-2015,4009652,150.81,Outdoor Recreation,Tetherball,Houston,Texas,credit
05-18-2015,4003269,131.58,Water Sports,Boating,Columbus,Georgia,credit
05-09-2015,4009345,22.91,Combat Sports,Martial Arts,Tampa,Florida,credit
07-07-2015,4002474,61.37,Outdoor Recreation,Skateboarding,Atlanta,Georgia,credit
05-14-2015,4007310,184.82,Team Sports,Cricket,Des Moines,Iowa,credit
11-25-2015,4004134,86.4,Indoor Games,Bowling,Columbus,Georgia,credit
10-27-2015,4006911,69.92,Exercise & Fitness,Cardio Machine Accessories,Jackson,Mississippi,credit
11-09-2015,4001384,167.27,Outdoor Recreation,Running,New Orleans,Louisiana,credit
06-17-2015,4007776,158.05,Exercise & Fitness,Medicine Balls,Irving,Texas,credit
05-29-2015,4008333,52.22,Dancing,Ballet Bars,Denton,Texas,credit
08-16-2015,4006616,125.85,Outdoor Play Equipment,Playhouses,Salt Lake City,Utah,credit
01-15-2015,4006182,79.04,Team Sports,Football,Hampton  ,Virginia,credit
10-08-2015,4004278,109.15,Jumping,Trampolines,Paterson,New Jersey,credit
09-25-2015,4006786,194.89,Racquet Sports,Tennis,Rockford,Illinois,credit
10-25-2015,4001635,143.46,Water Sports,Bodyboarding,Buffalo,New York,credit
01-31-2015,4004369,7.86,Air Sports,Hang Gliding,Kansas City,Missouri,credit
05-02-2015,4007230,64.75,Winter Sports,Sledding,Huntsville,Alabama,credit
12-25-2015,4005712,127.75,Combat Sports,Wrestling,Omaha,Nebraska,credit
07-27-2015,4000833,179.82,Gymnastics,Vaulting Horses,Sacramento,California,credit
05-30-2015,4004922,64.7,Jumping,Jumping Stilts,Rockford,Illinois,credit
07-18-2015,4005449,56.15,Water Sports,Surfing,Philadelphia,Pennsylvania,credit
04-02-2015,4008714,32.35,Games,Mahjong,Irving,Texas,cash
01-19-2015,4003180,138.73,Gymnastics,Gymnastics Bars,Denton,Texas,credit
05-27-2015,4009109,147.5,Gymnastics,Vaulting Horses,McKinney,Texas,credit
03-25-2015,4007437,125.49,Exercise & Fitness,Medicine Balls,Denver  ,Colorado,credit
08-01-2015,4009187,120.27,Water Sports,Towed Water Sports,Lincoln,Nebraska,credit
01-08-2015,4009644,169.48,Outdoor Recreation,Fishing,Milwaukee,Wisconsin,credit
09-20-2015,4007219,149.89,Gymnastics,Vaulting Horses,Colorado Springs,Colorado,credit
10-24-2015,4009292,32.43,Gymnastics,Balance Beams,Houston,Texas,cash
05-31-2015,4008408,20.72,Outdoor Recreation,Lawn Games,Colorado Springs,Colorado,cash
02-05-2015,4001888,192.85,Exercise & Fitness,Foam Rollers,Seattle,Washington,credit
01-12-2015,4003816,41.88,Racquet Sports,Badminton,Berkeley,California,cash
08-15-2015,4002485,12.95,Team Sports,Field Hockey,Flint,Michigan,cash
05-25-2015,4000357,83.69,Jumping,Bungee Jumping,Rockford,Illinois,credit
05-28-2015,4001439,107.37,Air Sports,Parachutes,Kansas City,Missouri,credit
10-14-2015,4003180,170.63,Indoor Games,Air Hockey,Portland,Oregon,credit
02-14-2015,4005759,129.15,Exercise & Fitness,Weight Benches,Plano,Texas,credit
01-05-2015,4005636,29.01,Team Sports,Cricket,Kansas City,Kansas,cash
11-08-2015,4001295,149.36,Winter Sports,Snowboarding,Detroit,Michigan,credit
09-26-2015,4005580,156.06,Team Sports,Baseball,Flint,Michigan,credit
06-26-2015,4002451,131.93,Racquet Sports,Squash,Des Moines,Iowa,credit
03-22-2015,4002442,51.66,Winter Sports,Snowboarding,Buffalo,New York,credit
09-27-2015,4002758,74.85,Water Sports,Windsurfing,Columbia,South Carolina,credit
02-13-2015,4008422,148.52,Team Sports,Rugby,Des Moines,Iowa,credit
07-14-2015,4000366,102.73,Exercise & Fitness,Exercise Bands,Berkeley,California,credit
04-13-2015,4003977,118.43,Exercise & Fitness,Weight Benches,El Paso,Texas,credit
10-12-2015,4001570,199.15,Exercise & Fitness,Free Weights,Honolulu  ,Hawaii,credit
10-18-2015,4002139,111.66,Jumping,Trampoline Accessories,Baltimore,Maryland,credit
06-03-2015,4002472,100.7,Team Sports,Cricket,Seattle,Washington,credit
01-17-2015,4008145,56.26,Water Sports,Boating,Minneapolis,Minnesota,credit
12-29-2015,4002371,101.3,Outdoor Recreation,Cycling,Irvine,California,credit
04-01-2015,4000159,51.43,Exercise & Fitness,Free Weights,Honolulu  ,Hawaii,credit
12-02-2015,4004458,78.23,Team Sports,Curling,Omaha,Nebraska,credit
02-23-2015,4002542,6.8,Team Sports,Football,Louisville,Kentucky,cash
12-08-2015,4007375,56,Exercise & Fitness,Weightlifting Gloves,Denton,Texas,credit
11-30-2015,4000958,17.07,Games,Card Games,Eugene,Oregon,cash
05-08-2015,4007228,80.06,Jumping,Bungee Jumping,Bellevue,Washington,credit
01-28-2015,4003472,191.53,Team Sports,Cheerleading,Lexington,Kentucky,credit
01-17-2015,4003103,113.83,Games,Dominoes,Flint,Michigan,credit
05-17-2015,4003834,22.89,Racquet Sports,Squash,Denton,Texas,cash
06-07-2015,4003843,85,Exercise & Fitness,Abdominal Equipment,Detroit,Michigan,credit
06-30-2015,4006883,110.86,Games,Poker Chips & Sets,Seattle,Washington,credit
09-16-2015,4009740,43.3,Games,Dice & Dice Sets,Columbus,Ohio,cash
09-13-2015,4006429,149.15,Exercise & Fitness,Weightlifting Machines,Atlanta,Georgia,credit
05-17-2015,4000475,148.84,Outdoor Recreation,Skateboarding,San Jose,California,credit
02-09-2015,4009286,95.1,Racquet Sports,Racquetball,Columbia,Missouri,credit
09-12-2015,4006646,43.7,Team Sports,Indoor Volleyball,Gilbert,Arizona,cash
08-29-2015,4007089,172.86,Water Sports,Surfing,Plano,Texas,credit
07-12-2015,4007307,82.74,Combat Sports,Boxing,Philadelphia,Pennsylvania,credit
12-22-2015,4001986,53.89,Water Sports,Towed Water Sports,Columbus,Ohio,credit
05-03-2015,4006971,107.54,Winter Sports,Downhill Skiing,Portland,Oregon,credit
08-17-2015,4006985,53.57,Water Sports,Windsurfing,Las Vegas,Nevada,credit
10-30-2015,4000254,188.55,Team Sports,Lacrosse,Anaheim,California,credit
07-03-2015,4000663,194.74,Gymnastics,Balance Beams,Flint,Michigan,credit
07-19-2015,4005912,29.14,Team Sports,Soccer,Lincoln,Nebraska,cash
08-21-2015,4008978,46.58,Gymnastics,Gymnastics Rings,Houston,Texas,cash
01-23-2015,4002574,40.04,Exercise & Fitness,Abdominal Equipment,Lincoln,Nebraska,credit
03-27-2015,4005970,130.05,Water Sports,Scuba Diving & Snorkeling,McKinney,Texas,credit
07-30-2015,4001333,37.67,Gymnastics,Vaulting Horses,Nashville  ,Tennessee,credit
08-10-2015,4008133,129.66,Combat Sports,Wrestling,Charlotte,North Carolina,credit
08-15-2015,4004721,58.53,Exercise & Fitness,Weightlifting Gloves,Overland Park,Kansas,credit
03-05-2015,4006753,95.4,Water Sports,Wetsuits,Chicago,Illinois,credit
08-15-2015,4005887,118.24,Air Sports,Parachutes,Houston,Texas,credit
07-19-2015,4003739,81.64,Outdoor Recreation,Deck Shuffleboard,Irving,Texas,credit
03-27-2015,4002455,66.18,Outdoor Recreation,Motorsports,Phoenix,Arizona,credit
08-12-2015,4005557,150.3,Water Sports,Surfing,Clarksville,Tennessee,credit
03-02-2015,4006657,123.32,Games,Portable Electronic Games,Austin,Texas,credit
07-30-2015,4001847,39.51,Indoor Games,Foosball,Everett,Washington,credit
04-26-2015,4005791,86.73,Exercise & Fitness,Weightlifting Gloves,New Orleans,Louisiana,credit
05-04-2015,4001183,61.15,Exercise & Fitness,Free Weights,San Antonio,Texas,credit
02-01-2015,4008633,94.25,Team Sports,Soccer,Everett,Washington,credit
08-03-2015,4001067,197.45,Outdoor Play Equipment,Playhouses,Santa Ana,California,credit
06-28-2015,4000455,60.64,Winter Sports,Sledding,Salt Lake City,Utah,credit
09-01-2015,4002686,88.6,Exercise & Fitness,Yoga & Pilates,Chicago,Illinois,credit
11-13-2015,4000540,168.65,Water Sports,Water Tubing,Overland Park,Kansas,credit
09-28-2015,4002459,29.67,Winter Sports,Downhill Skiing,Indianapolis ,Indiana,credit
08-23-2015,4003343,195.07,Team Sports,Baseball,Las Vegas,Nevada,credit
12-13-2015,4005260,90.13,Games,Dice & Dice Sets,Salt Lake City,Utah,credit
06-19-2015,4001463,94.18,Water Sports,Life Jackets,Miami,Florida,credit
05-14-2015,4005979,69.74,Winter Sports,Snowboarding,Dayton,Ohio,credit
08-15-2015,4004641,148.7,Team Sports,Soccer,Newark,New Jersey,credit
02-01-2015,4006348,170.97,Jumping,Pogo Sticks,Hampton  ,Virginia,credit
04-27-2015,4004022,92.06,Indoor Games,Ping Pong,Orlando,Florida,credit
05-14-2015,4005640,187.72,Outdoor Recreation,Skateboarding,Brownsville,Texas,credit
05-10-2015,4006748,121.94,Outdoor Recreation,Disc Golf,Indianapolis ,Indiana,credit
01-25-2015,4008196,99.24,Team Sports,Indoor Volleyball,McKinney,Texas,credit
02-28-2015,4005847,10.85,Gymnastics,Balance Beams,Madison,Wisconsin,credit
01-27-2015,4009488,36.82,Gymnastics,Gymnastics Bars,New York,New York,credit
08-29-2015,4008292,99.93,Team Sports,Beach Volleyball,Hartford,Connecticut,credit
11-02-2015,4005550,48.63,Outdoor Recreation,Camping & Backpacking & Hiking,Saint Paul,Minnesota,credit
12-12-2015,4005546,126.25,Outdoor Recreation,Cycling,St. Petersburg,Florida,credit
04-04-2015,4003307,114.44,Racquet Sports,Squash,Westminster,Colorado,credit
08-03-2015,4007663,133.26,Exercise & Fitness,Weightlifting Belts,Portland,Oregon,credit
07-13-2015,4003503,104.38,Team Sports,Cricket,Los Angeles,California,credit
03-15-2015,4001246,6.59,Team Sports,Soccer,New York,New York,credit
02-16-2015,4008450,72.73,Team Sports,Basketball,Houston,Texas,credit
05-01-2015,4003624,70.62,Outdoor Recreation,Shooting Games,Pasadena,California,credit
08-16-2015,4003797,60.09,Outdoor Recreation,Ice Climbing,Plano,Texas,credit
08-15-2015,4008140,46.36,Winter Sports,Snowmobiling,Memphis,Tennessee,cash
05-06-2015,4003978,176.5,Air Sports,Air Suits,Buffalo,New York,credit
03-13-2015,4009530,102.25,Water Sports,Towed Water Sports,Bellevue,Washington,credit
10-16-2015,4000598,110.42,Exercise & Fitness,Medicine Balls,Houston,Texas,credit
06-30-2015,4003880,31.24,Indoor Games,Ping Pong,Santa Ana,California,cash
05-09-2015,4002596,161.46,Water Sports,Water Tubing,Chicago,Illinois,credit
02-23-2015,4008306,184.37,Air Sports,Hang Gliding,Denton,Texas,credit
12-24-2015,4006496,31.01,Water Sports,Boating,Memphis,Tennessee,cash
11-23-2015,4006686,22.93,Exercise & Fitness,Weightlifting Gloves,Philadelphia,Pennsylvania,cash
12-30-2015,4000001,92.88,Games,Dice & Dice Sets,Buffalo,New York,credit
08-29-2015,4002998,151.78,Gymnastics,Gymnastics Rings,Richmond  ,Virginia,credit
09-09-2015,4001912,59.09,Outdoor Recreation,Archery,Pittsburgh,Pennsylvania,credit
02-04-2015,4001801,185.29,Outdoor Recreation,Camping & Backpacking & Hiking,Bellevue,Washington,credit
11-22-2015,4009150,189.91,Outdoor Play Equipment,Water Tables,Columbia,Missouri,credit
06-06-2015,4007568,24.32,Air Sports,Hang Gliding,St. Louis  ,Missouri,cash
08-11-2015,4003329,79.39,Team Sports,Football,Milwaukee,Wisconsin,credit
12-08-2015,4007962,90.31,Team Sports,Team Handball,Lexington,Kentucky,credit
12-16-2015,4003366,17.28,Winter Sports,Snowmobiling,Las Vegas,Nevada,cash
08-10-2015,4005832,56.94,Team Sports,Soccer,Montgomery,Alabama,credit
07-09-2015,4008385,36.67,Outdoor Recreation,Hunting,Irvine,California,cash
02-19-2015,4000885,113.16,Exercise & Fitness,Weight Benches,Irvine,California,credit
06-19-2015,4002961,61.21,Jumping,Trampoline Accessories,Irvine,California,credit
10-19-2015,4004292,133.94,Outdoor Play Equipment,Outdoor Playsets,Las Vegas,Nevada,credit
10-05-2015,4000978,142.08,Games,Board Games,Milwaukee,Wisconsin,credit
07-14-2015,4008987,144.35,Winter Sports,Downhill Skiing,Kansas City,Missouri,credit
01-24-2015,4009364,162.4,Outdoor Play Equipment,Sandboxes,Oakland,California,credit
12-27-2015,4006484,114.19,Outdoor Recreation,Track & Field,Bellevue,Washington,credit
